content,description,title
Jeff Semple reports on the field hospitals and temporary treatment centres being built across Canada in hopes of relieving the mounting pressure on our health care system Plus Ross Lord explains how struggling hotels are now checking in front line workers 434 chars,Coronavirus outbreak: Field hospitals being constructed across Canada Global News Pelosi creates new House committee with subpoena power for coronavirus oversight Fox News Why are ventilators important for treating COVID-19? CBC News Coronavirus outbreak: Ont…,Coronavirus outbreak Field hospitals being constructed across Canada Global News
Reuters US President Donald Trump on Saturday said on Twitter he had a conversation with Canadian Prime Minister Justin Trudeau and that the United States and Canada will continue to coordinate closely on the coronavirus outbreak Trump said in a twee 241 chars,U.S. President Donald Trump on Saturday said on Twitter he had a conversation with Canadian Prime Minister Justin Trudeau and that the United States and Canada will continue to coordinate closely on the coronavirus outbreak.,Trump says US and Canada to continue to coordinate closely on coronavirus
OTTAWA Reuters Canada closed its borders to all foreign nationals except US citizens on Monday and Prime Minister Justin Trudeau urged people to stay at home to help stem the spread of the new coronavirus We will be denying entry into Canada to p 254 chars,"Canada closed its borders to all foreign nationals, except U.S. citizens, on Monday, and Prime Minister Justin Trudeau urged people to stay at home to help stem the spread of the new coronavirus.",Canada closes borders says people should stay at home to stop virus PM Trudeau
Geologists have found portion of an historical shed continent by sifting through diamond samples from Canadas Baffin IslandBy analyzing the samples analysts identified aspect of the North Atlantic craton a remnant of the Earths historic continental crust 1565 chars,Fragment of lost continent discovered in Canada ABC 14 News Canadian scientists discover ancient continent was larger than we thought The Loop The Fragment of an Ancient Lost Continent Has Been Discovered Off The Coast of Canada ScienceAlert Diamond-studded r…,Fragment of lost continent discovered in Canada ABC 14 News
The latest news on the COVID19 global pandemic all times Eastern230 pmNova Scotia Premier Stephen McNeil says schools in the province will be temporarily closed in response to the COVID19 outbreakHe says that although classes are out for March 4789 chars,The latest developments on COVID-19 in Canada Ottawa Citizen U.S. recommends cancelling gatherings over 50 people for next 8 weeks; Ontario's Superior Court suspending most operations; Alberta confirms 17 new cases of COVID-19 Toronto Star Coronavirus: What's…,The latest developments on COVID19 in Canada Ottawa Citizen
getSimpleStringdatatitlegetSimpleStringdatadescriptiongetSimpleStringdatavideoCountText,Prince Charles COVID-19 Diagnosis Details ET Canada Prince Charles tests positive for coronavirus CBC.ca Prince Charles Spoke to Sons Prince Harry and Prince William About His Coronavirus Diagnosis PEOPLE Prince Charles tests positive for new coronavirus CTV …,Prince Charles COVID19 Diagnosis Details ET Canada
Image copyrightAFP Canadas multibilliondollar relief package to respond to the coronavirus slowdown has passed in the SenateIt allows the government to spend C82bn 57bn 48bn in emergency aid and economic stimulus The bill received approval on 3389 chars,An earlier version received backlash for granting Justin Trudeau's cabinet far-reaching powers.,Canada backs 57bn coronavirus relief bill BBC News
Jordanian soldiers keep watch in the capital Amman as Jordan takes measures to fight the spread of the coronavirusKhalil MazraawiAFP via Getty ImagesJordan has sealed off its second biggest city and the surrounding province after dozens of guests at a w 1898 chars,"The Middle Eastern kingdom says 26 people tested positive for the virus after the large gathering, reportedly including a guest who flew in from Canada.",A Wedding In Jordan Leads To A Coronavirus Cluster And Closure Of A Major City
As COVID19 cases continue to rise in Canada heres whats open closed and not advised especially in BCAs of Sunday there were at least 313 cases in Canada 73 of those in BLush closes all storesNatural bath skincare and cosmetics retailer Lush 3333 chars,"COVID-19: What's open and closed in BC as a result of the novel coronavirus Aldergrove Star Coronavirus: Lush to close all 258 stores in Canada, U.S. and to slow production Global News COVID-19: What’s open and closed in B.C. amid the novel coronavirus pandem…",COVID19 Whats open and closed in BC as a result of the novel coronavirus Aldergrove Star
WestJet has added a number of additional flights between international and transborder destinations over the next two days as it works to get Canadians back home as the country is restricting travel because of COVID19As of Sunday WestJet wont be flying 2181 chars,"WestJet adds extra international flights to get Canadians home amid coronavirus restrictions Global News COVID-19: Airlines, union say they need more guidance from government on mandatory screening CBC.ca COVID-19: Air Transat to 'gradually' suspend flights, …",WestJet adds extra international flights to get Canadians home amid coronavirus restrictions Global News
The World Health Organization WHO has applied the official label of pandemic to COVID19 the disease caused by the novel coronavirusThe virus which originated in Wuhan China has infected more than 120000 people worldwide and killed more than 4200 4504 chars,"COVID-19 Is A Pandemic. What Does That Mean? HuffPost Canada WHO declares coronavirus a pandemic, urges aggressive action CTV News Canada has taken the right steps to tackle the pandemic, but it may soon have to do a lot more The Globe and Mail The politics o…",COVID19 Is A Pandemic What Does That Mean HuffPost Canada
VANCOUVER With spring break days away BC health officials say they are now discouraging all nonessential travel outside of Canada due to the growing COVID19 outbreakProvincial health officer Dr Bonnie Henry made the announcement Thursday durin 4587 chars,"B.C. health officials discouraging 'all non-essential travel' outside Canada CTV News B.C. recommends against all non-essential travel outside of Canada as 7 new cases of COVID-19 detected CBC.ca Coronavirus: B.C. urges end to large gatherings, international …",BC health officials discouraging all nonessential travel outside Canada CTV News
British Columbias top doctor has urged residents to avoid all nonessential international travel including to the United States amid the novel coronavirus pandemicI think this is really important It is clear at this time that the evolving situation bo 5808 chars,"Coronavirus: B.C. urges end to large gatherings, international travel, including to U.S. Global News B.C. recommends against all non-essential travel outside of Canada as 7 new cases of COVID-19 detected CBC.ca Attendee at dental conference at Vancouver Conve…",Coronavirus BC urges end to large gatherings international travel including to US Global News
TORONTO Canadas main stock index crossed into bear market territory Wednesday in the wake of the World Health Organization declaring the COVID19 outbreak a pandemicThe SampPTSX composite index closed down 688 points or 46 per cent at 1427009 4143 chars,TSX crosses into bear market territory after COVID-19 declared a pandemic CTV News 3 TSX Stocks to AVOID During This Market Panic! The Motley Fool Canada Western Canada: Oil price crash sends Alberta’s economy back into crisis The Globe and Mail North America…,TSX crosses into bear market territory after COVID19 declared a pandemic CTV News
Bloomberg The global economy is taking a battering not seen in decades the outcome of severe restrictions on businesses and households by governments desperately trying to contain a pandemic thats killed almost 17000 people worldwideThe first major 3738 chars,"Global Economy Crashes on Mass Virus Business Shutdowns Yahoo Canada Finance Coronavirus pandemic battering global economy, surveys show The Globe and Mail Dow Surges Despite Record Plunge in Markit PMI on Coronavirus DailyFX Markit U.S. PMI report signals 's…",Global Economy Crashes on Mass Virus Business Shutdowns Yahoo Canada Finance
TORONTO The number of COVID19 infections in Canada has passed 4000 confirmed cases with 39 deaths and 228 people recovered Heres what else you need to know to start your day1 COVID19 scams Prime Minister Justin Trudeau is cautioning Canadians t 1264 chars,"5 things to know on CTVNews.ca for Friday March 27, 2020: Virus scams, COVID-19 cases, Canada-US border CTV News Coronavirus outbreak: Diplomatic fallout as U.S. mulls deploying troops on Canadian border Global News EDITORIAL: Promised relief must be delivere…",5 things to know on CTVNewsca for Friday March 27 2020 Virus scams COVID19 cases CanadaUS border CTV News
Stocks are opening lower on Wall Street as the market gives back some of the gains it piled up over the past three daysMajor indexes are down about 3 in early trading FridayThe SampP 500 had shot up 17 over the previous three days as traders became 2035 chars,"Stocks open lower on Wall Street following three-day rally - Business News Castanet.net Technically Speaking, the Dow Just Rocketed Out of a Bear Market Yahoo Canada Finance Stocks - US Futures Head Lower Ahead of Jobless Claims Investing.com The Dow’s 21% su…",Stocks open lower on Wall Street following threeday rally Business News Castanetnet
Across the country April 1 will mark the first rent due date since the COVID19 pandemichit home in CanadaAs the pandemic ravages the economy leaving more than a million Canadians suddenly unemployed provincial governments have rolled out emergency mea 7002 chars,"Your rent is due. What help is available for tenants across Canada Global News April 1 is rent day. Here's what you need to know if COVID-19 has you worried about paying CBC.ca LEVY: Landlords say they're not the enemy Toronto Sun My fellow landlords, let’s g…",Your rent is due What help is available for tenants across Canada Global News
OTTAWA Prime Minister Justin Trudeau has announced a new plan to mobilize businesses and manufacturers to help fight the spread of COVID19 and boost the health sectors stockpile of lifesaving supplies and says the government is working with airlines t 6179 chars,"Trudeau unveils new measures to mobilize industry in COVID-19 fight, bring Canadians home CTV News Canada to turn back asylum seekers, close border at midnight to stop spread of COVID-19 CBC.ca Irregular migrants to be turned away at Canadian border CTV News …",Trudeau unveils new measures to mobilize industry in COVID19 fight bring Canadians home CTV News
WINNIPEG Noncritical businesses in Manitoba are set to close for the next two weeks amid the COVID19 pandemicOn Monday the province issued a public health order requiring noncritical businesses to close from April 1 until April 14These new orde 1414 chars,Closure of Manitoba's non-critical businesses now in effect CTV News Positive COVID-19 case in St. Boniface Hospital’s echocardiography department: Shared Health Global News 8591 COVID-19 cases in Canada; Feds' wage subsidy program details still coming; Why E…,Closure of Manitobas noncritical businesses now in effect CTV News
TORONTO AP Canada announced Monday it is effectively nationalizing many private payrolls by offering businesses large and small a 75 wage subsidy for their employees amid the coronavirus pandemicPrime Minister Trudeau said businesses that have seen a 30 1540 chars,Canada announced Monday it is effectively nationalizing many private payrolls by offering businesses large and small a 75% wage subsidy for their employees amid the coronavirus pandemic. Prime Minister Trudeau said businesses that have seen a 30% decrease in …,Canada effectively nationalizing private payrolls amid virus
There were a blizzard of updates and changes across our region and country in the attempt to get a handle on the novel coronavirus pandemic Andrew Siff Marc Santia Bruce Beck and Sarah Wallace all report,Coronavirus Pandemic: Everything That Happened Today in The Fight Against COVID-19 | NBC New York NBC New York COVID-19 pandemic means it's time for Canada to get serious about aggressive social distancing: experts National Post Coronavirus in Canada: how to …,Coronavirus Pandemic Everything That Happened Today in The Fight Against COVID19 NBC New York NBC New York
Canada and the United States conferred over the fate of their shared border one day after President Donald Trumps slammed Americas door shut to foreign nationals who recently spent time in Europe to stop COVID19 contagionDeputy Prime Minister Chrystia 9510 chars,Trump's ban on travel from Europe poses questions for Canada border Toronto Sun Trump's Europe travel ban poses questions for Canada-U.S. border CTV News Fact check: Trump makes four key errors or omissions in Europe travel announcement CNN Donald Trump has s…,Trumps ban on travel from Europe poses questions for Canada border Toronto Sun
By Wayne ColeSYDNEY Reuters Asian shares sank on Monday as a rising tide of national lockdowns threatened to overwhelm policymakers frantic efforts to cushion what is likely to be a deep global recessionIn a foretaste of the pain to come EMini fut 4002 chars,"Asia shares dive with S&P 500, bond yields fall anew Investing.com US Stock Futures Hit Limit Down; Treasuries Rise: Markets Wrap Yahoo Canada Finance Dollar Dips in Early Trading; Kiwi Declines on QE: Markets Wrap BloombergQuint Fifth Week of Market Mayhem S…",Asia shares dive with SP 500 bond yields fall anew Investingcom
OTTAWA The federal government is putting more than 1 billion into its plan to combat and mitigate the impacts of the outbreak of COVID19 in CanadaPrime Minister Justin Trudeau and a handful of key cabinet ministers announced the comprehensive coro 7032 chars,"Canada to spend $1 billion combating COVID-19 spread, economic impacts CTV News Federal government to announce supports for people, businesses hit by COVID-19 on Wednesday CBC.ca Canada releases coronavirus guidelines on when to cancel major events CTV News J…",Canada to spend 1 billion combating COVID19 spread economic impacts CTV News
Beginning Wednesday only four airports in the country Toronto Pearson Vancouver Calgary and Montreal Trudeau will be accepting international flights Prime Minister Justin Trudeau saidLars HagbergThe Canadian PressCanada will close its borders to peo 4663 chars,"Canada to close borders to most foreign nationals, except Americans The Globe and Mail Canada shutting the border to most non-citizens due to COVID-19: PM Trudeau CTV News Global National: March 15, 2020 | Countries clamp down as coronavirus continues to spre…",Canada to close borders to most foreign nationals except Americans The Globe and Mail
The SampPTSX Composite fell 26 per cent for the trading week ending with Thursdays close and sits 282 per cent lower for the yearThe benchmark has almost escaped technically oversold conditions according to Relative Strength Index RSI The current r 8463 chars,The week's most oversold and overbought stocks on the TSX The Globe and Mail North American stock markets rally at the start of trading - Business News Castanet.net 1 Reason to Buy Dirt-Cheap Oil Stocks Today The Motley Fool Canada What every Canadian investo…,The weeks most oversold and overbought stocks on the TSX The Globe and Mail
Mitch Parker has one of Indianas most critical jobsAs chief information security officer for Indiana University Health Parker oversees cybersecurity for more than 30000 employees at 18 hospitals across the state along with countless numbers of computer 1979 chars,"Mitch Parker has one of Indiana’s most critical jobs. As chief information security officer for Indiana University Health, Parker oversees cybersecurity for more than 30,000 employees at 18 hospitals across the state, along with countless numbers of computers…",Better know a CSO Indiana University Healths Mitch Parker
A new type of test developed by UK researchers from the Brunel University London Lancaster University and the University of Surrey can provide COVID19 detection in as little as 30 minutes using handheld hardware that costs as little as 100 around 120 U 2062 chars,"A new type of test developed by UK researchers from the Brunel University London, Lancaster University and the University of Surrey can provide COVID-19 detection in as little as 30 minutes, using hand-held hardware that costs as little as £100 (around $120 U…",UK researchers develop new lowcost rapid COVID19 test that could even be used at home
If youve always wanted to go back to school why not put your ongoing involuntary stayathome downtime to good use with a free online class There are literally thousands of virtual university courses known as Massive Open Online Courses or MOOCs and one 3225 chars,"If you’ve always wanted to go back to school, why not put your ongoing involuntary stay-at-home downtime to good use with a free online class? There are literally thousands  of virtual university courses (known as Massive Open Online Courses, or MOOCs) and on…",Where to Take Free Online Classes While Youre Stuck at Home
CNNFivetime national champion Duke University will not play in the NCAA mens basketball tournament because of coronavirus concerns the school announced Thursday The private university in Durham North Carolina is suspending its sports programs for th 904 chars,"Five-time national champion Duke University will not play in the NCAA men's basketball tournament because of coronavirus concerns, the school announced Thursday.",Duke wont play in March Madness after university suspends sports competition
Chat with us in Facebook Messenger Find out whats happening in the world as it unfolds,"NFL legend Peyton Manning surprised students by joining an online Zoom class at his alma mater, the University of Tennessee.",Watch as Peyton Manning crashes online college class
Chat with us in Facebook Messenger Find out whats happening in the world as it unfolds,"Dr. Chris Murray, director of the Institute for Health Metrics and Evaluation at the University of Washington, explains the drop in predicted deaths in their coronavirus model.",Doctor explains drop in predicted deaths
New York University and others are set to allow medical students to graduate and enter the medical field earlyif they want toall in an effort to shore up hospitals grappling with the covid19 epidemicThe Grossman School of Medicine at NYU was the first to 2724 chars,New York University and others are set to allow medical students to graduate and enter the medical field early—if they want to—all in an effort to shore up hospitals grappling with the covid-19 epidemic. Read more...,Some Medical Schools Are Graduating Students Early Because of Covid19
Chat with us in Facebook Messenger Find out whats happening in the world as it unfolds,Columbia University Medical Center's Dr. Craig Spencer talks with CNN's Anderson Cooper about the dire situation facing hospitals as they try to treat patients with coronavirus.,Doctor describes dire situation in hospitals treating virus
Chat with us in Facebook Messenger Find out whats happening in the world as it unfolds,CT imaging from George Washington University Hospital shows the effects of Covid-19 on the lungs of a 59-year old man.,3D video shows Covid19 attack patients lungs
Chat with us in Facebook Messenger Find out whats happening in the world as it unfolds,"Doctors at University Hospital of Brooklyn, New York, explain the dire need for ventilators in the battle against the coronavirus pandemic.  CNN's Miguel Marquez reports.",Doctor Splitting a single ventilator only works for some
Two years ago dormmates Justin Wenig and Nicholas Diao struggled to get into a popular computer science class at Columbia University The duo eventually got into that class but after the initial frustration around class scheduling they decided it was an o 2730 chars,"Two years ago, dormmates Justin Wenig and Nicholas Diao struggled to get into a popular computer science class at Columbia University. The duo eventually got into that class, but after the initial frustration around class scheduling, they decided “it was an o…",Coursedog lands 42 million to make class scheduling smarter
Oxford University academics have launched a project to track government responses to the coronavirus pandemicThe tool called the Oxford COVID19 Government Response Tracker OxCGRT tracks 11 indicators to generate an index that compares the stringency o 2061 chars,"Oxford University academics have launched a project to track government responses to the coronavirus pandemic. The tool, called the Oxford COVID-19 Government Response Tracker (OxCGRT), tracks 11 indicators to generate an index that compares the stringency of…",Oxford Uni academics launch a tracker for COVID19 policy interventions
Startups continue to find new ways to contribute to ongoing efforts to fight the global spread of COVID19 during the current global coronavirus pandemic and personal health hardwaremaker Oura is no exception The smart ring startup is working with the Univ 2152 chars,"Startups continue to find new ways to contribute to ongoing efforts to fight the global spread of COVID-19 during the current global coronavirus pandemic, and personal health hardware-maker Oura is no exception. The smart ring startup is working with the Univ…",Oura partners with UCSF to determine if its smart ring can hep detect COVID19 early
Scientists at the University of Oxford have developed a new coronavirus test that produces results around three times faster than the current fastest testing methods and that requires only relatively simple technical instrumentation In addition to these ben 3125 chars,"Scientists at the University of Oxford have developed a new coronavirus test that produces results around three times faster than the current fastest testing methods, and that requires only relatively simple technical instrumentation. In addition to these ben…",Oxford scientists develop new coronavirus test that provides results in just 30 minutes
Its highly unlikely that the current coronavirus crisis will neatly and fully solved by any one endeavor or solution which makes news studies like one involving startup WHOOPs wristworn fitness and health tracking wearable all the more important The st 3015 chars,"It’s highly unlikely that the current coronavirus crisis will neatly and fully “solved” by any one endeavor or solution, which makes news studies like one involving startup WHOOP’s wrist-worn fitness and health tracking wearable all the more important. The st…",Researchers to study if startups wristworn wearable can detect early COVID19 respiratory issues
When Eliot Buchanan tried to use his credit card to pay his Harvard tuition bill the payment was rejected because the university said it doesnt accept credit Realizing the same problem exists for thousands of different transactions like board rent and vend 3618 chars,"When Eliot Buchanan tried to use his credit card to pay his Harvard tuition bill, the payment was rejected because the university said it doesn’t accept credit. Realizing the same problem exists for thousands of different transactions like board, rent and ven…",Plastiq raises 75M to help small businesses use credit cards more
Students attend graduation at BBT University in Japan via telepresence robotsBBT UniversityFor the most uptodate news and information about the coronavirus pandemic visit the WHO websiteCant be at a big life event because of the coronavirus Send 1701 chars,"Newme telepresence robots stand in for university students at graduation, due to concerns over the coronavirus in Japan.",Robots replace university students in Zoom graduation ceremony CNET
Chat with us in Facebook Messenger Find out whats happening in the world as it unfolds,"Michigan resident Allen Marshall used $900 he'd been saving to buy gas for Detroit nurses during the coronavirus pandemic. Michigan is one of the hardest-hit states in the pandemic, according to Johns Hopkins University.",Man uses savings to buy this for nurses
Chat with us in Facebook Messenger Find out whats happening in the world as it unfolds,A doctor and her team of researchers at the University of Nebraska Medical Center have developed their own rapid test for coronavirus. Her patients can receive results in under six hours.,Shes on the front lines of coronavirus testing
NAN,Harvard University is moving to virtual classes for the rest of the school year because of the novel coronavirus outbreak and students have five days to move out of their dorms.,Harvard wants students to move out in 5 days over coronavirus fears
Chat with us in Facebook Messenger Find out whats happening in the world as it unfolds,"CNN's Richard Quest reports from New York City where streets and iconic landmarks are eerily empty as the novel coronavirus puts the city on lockdown. The US has reported over 5,000 deaths, according to Johns Hopkins University.",Like a disaster film See what Times Square looks like now
During widespread UC campus demonstrations students filled the Janss Steps at UCLA Sproul Plaza at UC Berkeley and Cheadle Hall at UC Santa Barbara on Thursday and other pickets unfolded on Friday At Santa Cruz where the protests began three month 912 chars,"There's more than 280,000 students in the prestigious University of California system, spread throughout 10 campuses across the state. But now ""a growing number"" of students and faculty members are walking out of classes and holding rallies, reports the Los A…",University of California Students Strike To Protest Graduate Student Pay
One of the major problems right now with tackling the novel coronavirus is that tests arent widely available for everyone To help fix that researchers from Carnegie Mellon University have developed a free experimental app that uses artificial intelligence 2436 chars,"One of the major problems right now with tackling the novel coronavirus is that tests aren’t widely available for everyone. To help fix that, researchers from Carnegie Mellon University have developed a free, experimental app that uses artificial intelligence…",Researchers Built an App That Aims to Detect Covid19 by Listening to Your Coughs
Theres still no completely safe and surefire method for locating unexploded ordinance after a war is over but researchers at Ohio State University have found a way to harness image processing algorithms powered by machine learning to study satellite imager 2343 chars,"There’s still no completely safe and surefire method for locating unexploded ordinance after a war is over, but researchers at Ohio State University have found a way to harness image processing algorithms, powered by machine learning, to study satellite image…",AI Trained on Moon Craters Is Helping Find Unexploded Bombs From the Vietnam War
A group of engineers from Princeton University think that giant concrete umbrellas could help deflect storm surge and rising seas In a new study published this month in the Journal of Structural Engineering the researchers laid out preliminary designs for t 4892 chars,"A group of engineers from Princeton University think that giant concrete umbrellas could help deflect storm surge and rising seas. In a new study published this month in the Journal of Structural Engineering, the researchers laid out preliminary designs for t…",Giant Concrete Umbrellas Could Protect the Lucky Ones From Storm Surge
The days of knocking an annoying drone out of the air with a precisely thrown rock might soon be over Researchers at the University of Zurich have upgraded a drone with a special camera that can quickly spot approaching obstacles allowing the craft to avoid 3163 chars,"The days of knocking an annoying drone out of the air with a precisely thrown rock might soon be over. Researchers at the University of Zurich have upgraded a drone with a special camera that can quickly spot approaching obstacles, allowing the craft to avoid…",Thrown Rocks Are No Threat to These Drones That Have Mastered Dodgeball
Global academic science and tech startup accelerator program Creative Destruction Lab CDL is adding a dedicated stream to its existing areas of focus which include AI health sciences space quantum computing blockchain energy and oceans The new addit 2394 chars,"Global academic science and tech startup accelerator program Creative Destruction Lab (CDL) is adding a dedicated stream to its existing areas of focus, which include AI, health sciences, space, quantum computing, blockchain, energy, and oceans. The new addit…",Creative Destruction Lab launches a new startup program dedicated to COVID19 response
Doctors at George Washington University Hospital are raising awareness about the serious damage COVID19 can cause on the lungs of individualsThe hospital posted a video of a 3D model from a CT scan that shows in yellow the extent to which the disease h 34 chars,"Doctors at George Washington University Hospital are raising awareness about the serious damage COVID-19 can cause on the lungs of individuals. The hospital posted a video of a 3D model from a CT scan that shows, in yellow, the extent to which the disease has…",This is what lungs infected with COVID19 look like
In a major breakthrough in prosthetics researchers at the University of Michigan have been able to amplify nerve signals from residual limbs using tiny muscle graftsThe improved connection means bionic limbs pick up clearer signals from the human brain a 60 chars,"In a major breakthrough in prosthetics, researchers at the University of Michigan have been able to amplify nerve signals from residual limbs using tiny muscle grafts. The improved connection means bionic limbs pick up clearer signals from the human brain and…",By just thinking about it amputees move robot hands with unprecedented precision
By Scottie Andrew CNNIllustrations Leah Abucayan CNNUpdated 453 AM ET Sat April 4 2020Chat with us in Facebook Messenger Find out whats happening in the world as it unfoldsCNNTheres one thing you should know before diving into the conversati 5275 chars,"Here are step-by-step instructions on how to make your own mask, based on guidance from the Vanderbilt University Medical Center and Froedtert & the Medical College of Wisconsin. They're reusable and washable, and they should be worn while you continue to obe…",How to make your own face mask
March10 20202 min readThe narrative of the college dropout who became an insanely successful startup founder is one thats entrepreneurial lore Mark Zuckerberg Bill Gates Steve Jobs and Theranos founder Elizabeth Holmes all dropped out of undergrad 1742 chars,One U.S. university leads the pack.,Where Did the Most Billionaires Go to College and What Did They Study Infographic
Earth Day was supposed to be part of a week of mass mobilizations in late April Protestors were going to rally in the streets Students were going to gather on their university campuses to demand they divest from fossil fuels Those too young to vote were pl 10652 chars,Earth Day was supposed to be part of a week of mass mobilizations in late April. Protestors were going to rally in the streets. Students were going to gather on their university campuses to demand they divest from fossil fuels. Those too young to vote were pl…,The Coronavirus Is Forcing the Climate Movement to Reimagine Itself
The US covid19 death toll reached over 3000 on Monday night surpassing the number of people who died in the terrorist attacks of September 11 2001 when 2977 people were killed The grim milestone comes from the latest figures updated by Johns Hopkins 7381 chars,"The U.S. covid-19 death toll reached over 3,000 on Monday night, surpassing the number of people who died in the terrorist attacks of September 11, 2001, when 2,977 people were killed. The grim milestone comes from the latest figures updated by Johns Hopkins …",US Coronavirus Deaths Surpass Number Killed On 911
The government of India will ban all 13 billion people in the country from leaving their homes for 21 days according to a new declaration made Tuesday night by Prime Minister Narendra Modi The total lockdown is an effort to slow the spread of covid19 an 3235 chars,"The government of India will ban all 1.3 billion people in the country from leaving their homes for 21 days, according to a new declaration made Tuesday night by Prime Minister Narendra Modi. The total lockdown is an effort to slow the spread of covid-19, an …",India Locks Down Entire Population of 13 Billion For 21 Days
Less than a week after welcoming back nearly 2000 studentsamid the nations coronavirus outbreak Liberty University again finds itself in the middle of a controversyAfter the New York Times reported Sunday that multiple Liberty students had gotten sick a 3951 chars,"After the New York Times reported that multiple Liberty students had gotten sick after returning to campus, the Virginia university pushed back.",Liberty University welcomed coronavirus to campus last week the New York Times reported Thats false university says
The need for innovative solutions to address shortages in crucial medical equipment is greater than ever and a new initiative from a global team of biomedical engineering experts is a perfect example The team developed a way for resuscitation bags common pi 2360 chars,"The need for innovative solutions to address shortages in crucial medical equipment is greater than ever, and a new initiative from a global team of biomedical engineering experts is a perfect example. The team developed a way for resuscitation bags – common …",Researchers develop emergency ventilator based on resuscitation bags used in ambulances
As the coronavirus first reported in China spreads in the United States several schools have taken this step as a precaution hoping to avoid further infections on campus The University of Washington which has more than 55000 students on three campuses a 985 chars,"Stanford University canceled in-person classes for the final two weeks of the quarter, switching to online instruction amid rising concern about the coronavirus outbreak. From a report: As the coronavirus first reported in China spreads in the United States, …",Stanford Others Switch To Online Classes Temporarily Amid Coronavirus Fears
Apple CEO Tim Cook will deliver the commencement address at Ohio State Universitys virtual commencement event thats set to take place on May 3 Ohio State President Michael Drake announced todayThe event which will be live streamed will kick off at noo 1010 chars,"Apple CEO Tim Cook will deliver the commencement address at Ohio State University's virtual commencement event that's set to take place on May 3, Ohio State President Michael Drake announced today. The event, which will be live streamed, will kick off at noon…",Apple CEO Tim Cook to Deliver Virtual Commencement Address for Ohio State University Students
CNNAmerican universities from California to New York have canceled classes as the novel coronavirus has affected more than 100000 people and transformed into what CNN is calling a pandemicThe cancellations have been focused in states and areas hardest h 5179 chars,"American universities from California to New York have canceled classes as the novel coronavirus has affected more than 100,000 people and transformed into what CNN is calling a pandemic.",Universities in Washington California and New York cancel inperson classes
Using Intels Loihi a neuromorphic chip the team designed an algorithm based on the brains olfactory circuit When you take a whiff of something molecules stimulate olfactory cells in your nose Those cells send signals to the brains olfactory system wh 1403 chars,"Of all the senses, scent is a particularly difficult one to teach AI, but that doesn't stop researchers from trying. Most recently, researchers from Intel and Cornell University trained a neuromorphic chip to learn and recognize the scents of 10 hazardous che…",Intels neuromorphic chip learns to smell 10 hazardous chemicals
WASHINGTON AP The Department of Veterans Affairs is moving to bar new GI Bill students from enrolling at five universities citing advertising sales or enrollment practices that are erroneous deceptive or misleadingThe schools were identified as the U 2579 chars,"The Department of Veterans Affairs is moving to bar new GI Bill students from enrolling at five universities, citing ""advertising, sales or enrollment practices that are erroneous, deceptive or misleading.” The schools were identified as the University of Pho…",VA moves to suspend new GI bill enrollment at 5 universities
Photo by Maddie MeyerGetty Images Students are still unsure how and where theyll finish their semester On March 11th the University of Southern California sent an email to its students faculty and staff Students who are leaving campus for Spring Rece 7748 chars,"Surprise campus closures are just the beginning of the difficulties international students face. In addition to the stress of moving and saying goodbye to friends, many of these students are scrambling to secure access to things many college students take for…",As universities shut their doors international students are left in limbo
NAN,"Earlier this month, Mexico's leading university, the National Autonomous University of Mexico (UNAM), announced that renowned neuroscientist Ranulfo Romo Trujillo would leave his position after being disciplined for an unspecified offense.

According to a 4 M…",Top neuroscientist leaving Mexican university
NAN,"US university students flocked to Florida, despite warnings over the new coronavirus.",US students party on spring break despite coronavirus BBC News
Chat with us in Facebook Messenger Find out whats happening in the world as it unfolds,"Working with researchers from Clemson University, CNN has found a Russian troll operation targeting American voters and, for the first time, we have confronted the people on the ground behind it -- and it's not where you might expect. With help from Facebook …",Inside a Russian troll factory in Ghana
When you buy through our links we may earn money from our affiliate partners Learn moreLibrarygrooverFlickrEdX a popular online learning platform and nonprofit founded by Harvard and MIT aims to democratize learning by removing the barriers of cost 1152 chars,"Harvard University has over 140 of its classes publicly available online through online course provider edX. We put together a list of the 31 most interesting Harvard online courses you can enroll in for free, spanning topics like computer science, public hea…",31 free Harvard University classes you can take online through edX
getSimpleStringdatatitlegetSimpleStringdatadescriptiongetSimpleStringdatavideoCountText,Researchers to develop coronavirus tests using SFU-invented RNA imaging technique. Simon Fraser University Coronavirus testing kits to be developed using SFU-invented RNA imaging technology EurekAlert Coronavirus testing kits to be developed using new RNA ima…,Researchers to develop coronavirus tests using SFUinvented RNA imaging technique Simon Fraser University
A team of Western University researchers has begun work on creating a vaccine for the devastating novel coronavirusUniversity officials say experts in virology microbiology vaccinology bioinformatics and immunology have united in a bid to develop and te 1238 chars,Western University researchers begin work on developing a COVID-19 vaccine CityNews Two experts explain what other viruses can teach us about COVID-19 – and what they can't World Economic Forum Corona confusion: How to make sense of the numbers and terminolog…,Western University researchers begin work on developing a COVID19 vaccine CityNews
TORONTO A team of Canadian university students have been spending their unexpected time off coming up with a new digital map to help Canada flatten the curve of COVID19 casesReports of young people attending social gatherings and spring break celebra 3882 chars,A team of Canadian university students have been spending their unexpected time off coming up with an interactive website that allows users to plug in their symptoms and see how many potential cases and vulnerable individuals are in their neighbourhoods -- al…,Canadian university students create map of selfreported potential COVID19 cases CTV News
